Province,District,DATIM_Site_Name,Support Mechanism,Facility IP,E-HR Status,Site Classification,Recency District,Facility,DATIM Site Name,DATIM Org ID,Facility ID,Province Code,District Code,Ownership,Location,Level,Status
MASHONALAND WEST,Chegutu,Mhondoro - 101015 - Rural Hospital,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Chegutu,Mhondoro Rural Hospital,Mhondoro - 101015 - Rural Hospital,d6ywbdGkzaO,ZW04010B,ZW04,,Government,Rural,Primary,Open
MASHONALAND WEST,Chegutu,Mhondoro North - 101016 - Council Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Chegutu,Mhondoro North Clinic,Mhondoro North - 101016 - Council Clinic,F7EVUaZPD8U,ZW040127,ZW04,,Rural Council,Rural,Primary,Open
MATEBELELAND SOUTH,Umzingwane,Mhlahlandlela - 101013 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Umzingwane,Mhlahlandlela Clinic,Mhlahlandlela - 101013 - Clinic,JfjyEPK4x5b,ZW060628,ZW06,,Rural Council,Rural,,
MATEBELELAND NORTH,Bubi,Mdutshane - 101002 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Bubi,Mdutshane Rural Health Centre,Mdutshane - 101002 - Clinic,wEobN4cAAW1,ZW050230,ZW05,,Government,Rural,Primary,Open
MASHONALAND CENTRAL,Guruve,Shinje - 101565 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Guruve,mc Shinje Rural Health Centre,Shinje - 101565 - Clinic,XvFeIoEFTeb,ZW020307,ZW01,,Government,Rural,PHC,Open
MASHONALAND CENTRAL,Guruve,Ruyamuro - 101497 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Guruve,mc Ruyamuro Clinic,Ruyamuro - 101497 - Clinic,J8FU6ENnDNO,ZW020343,ZW02,,council,Rural,PHC,Open
MASHONALAND CENTRAL,Guruve,Nyamupfuta Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Guruve,mc Nyamupfuta Clinic,Nyamupfuta Clinic,GPVHFSphFZP,ZW020350,ZW02,,council,Rural,PHC,Open
MASHONALAND CENTRAL,Guruve,Nyamhondoro - 101347 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Guruve,mc Nyamhondoro Rural Health Centre,Nyamhondoro - 101347 - Clinic,MbFiYotYxPd,ZW020306,ZW02,,Government,Rural,PHC,Open
MASHONALAND CENTRAL,Guruve,Nyakapupu - 101322 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Guruve,mc Nyakapupu Clinic,Nyakapupu - 101322 - Clinic,RZiEZOfYYtO,ZW020339,ZW02,,council,Rural,PHC,Open
MASHONALAND CENTRAL,Guruve,Negomo - 101220 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Guruve,mc Negomo Rural Health Centre,Negomo - 101220 - Clinic,wiytlUmyowe,ZW020305,ZW02,,council,Rural,PHC,Open
MASHONALAND CENTRAL,Guruve,Mugarakamwe - 101088 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Guruve,mc Mugarakamwe Clinic,Mugarakamwe - 101088 - Rural Health Centre,TDDKilyABXk,ZW020345,ZW02,,council,Rural,PHC,Open
MASHONALAND CENTRAL,Guruve,Matsvitsi - 100963 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Guruve,mc Matsvitsi Clinic,Matsvitsi - 100963 - Clinic,ioI2RDrHeYA,ZW020333,ZW02,,council,Rural,PHC,Open
MASHONALAND CENTRAL,Guruve,Kemutamba - 100729 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Guruve,mc Kemutamba Clinic,Kemutamba - 100729 - Rural Health Centre,IEk6Eq8wiJC,ZW020346,ZW02,,council,Rural,PHC,Open
MASHONALAND CENTRAL,Guruve,Kachuta - 100679 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Guruve,mc Kachuta Clinic,Kachuta - 100679 - Clinic,vfT8lkkZDP3,ZW020331,ZW02,,council,Rural,PHC,Open
MASHONALAND CENTRAL,Guruve,Guruve - 100553 - District Hospital,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Guruve,mc Guruve District Hospital,Guruve - 100553 - District Hospital,vHz5VnCPKDo,ZW02030B,ZW02,,Government,Rural,Secondary,Open
MASHONALAND CENTRAL,Guruve,Guruve - 100554 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Guruve,mc Guruve Centre Rural Health Clinic,Guruve - 100554 - Clinic,m3PHpSk6e5D,ZW020308,ZW02,,Government,Rural,PHC,Open
MASHONALAND CENTRAL,Guruve,Gota - 100527 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Guruve,mc Gota Clinic,Gota - 100527 - Clinic,EG82X64efyb,ZW020334,ZW02,,council,Rural,PHC,Open
MASHONALAND CENTRAL,Guruve,Chipuriro - 100261 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Guruve,mc Chipuriro Clinic,Chipuriro - 100261 - Clinic,ljTll5k1dSz,ZW020329,ZW02,,council,Rural,PHC,Open
MASHONALAND CENTRAL,Guruve,Kamusasa - 100697 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Guruve,mc Camsasa Clinic,Kamusasa - 100697 - Clinic,EN9aDhbLX4h,ZW020347,ZW02,,council,Rural,PHC,Open
MASHONALAND CENTRAL,Guruve,Bvochora - 100109 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Guruve,mc Bvochora Rural Health Centre,Bvochora - 100109 - Clinic,H1CIVRR8e4n,ZW020301,ZW02,,Government,Rural,PHC,Open
MASHONALAND CENTRAL,Guruve,Brandon - 100092 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Guruve,mc Brandon Clinic,Brandon - 100092 - Clinic,hinUkt7c07g,ZW020348,ZW02,,council,Rural,PHC,Open
MASHONALAND CENTRAL,Guruve,Birkdale - 100077 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Guruve,mc Birkdale Clinic,Birkdale - 100077 - Rural Health Centre,K8NL6XRIrxZ,ZW020344,ZW02,,council,Rural,PHC,Open
MASHONALAND CENTRAL,Guruve,Bepura - 100058 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Guruve,mc Bepura Clinic,Bepura - 100058 - Clinic,WfmzrChbLZ1,ZW020327,ZW02,,council,Rural,PHC,Open
MASHONALAND CENTRAL,Guruve,Bakasa - 100035 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Guruve,mc Bakasa Clinic,Bakasa - 100035 - Clinic,n8RWoY50Jdi,ZW020326,ZW02,,council,Rural,PHC,Open
MATEBELELAND NORTH,Nkayi,Mbuma - 100998 - Mission Hospital,PEPFAR,ZACH,ACTIVE,Health facility,Nkayi,Mbuma Mission Hospital,Mbuma - 100998 - Mission Hospital,dhwL8YFJUKy,ZW05050C,ZW05,,Mission,Rural,Secondary,Open
MATEBELELAND SOUTH,Insiza,Mbondo Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Insiza,Mbondo,Mbondo Clinic,ZW060431,ZW060431,ZW06,,,Rural,,
MIDLANDS,Kwekwe,Mbizo 2 - 100997 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Kwekwe,Mbizo II Clinic,Mbizo 2 - 100997 - Clinic,hZNgOzXAjrf,ZW070563,ZW07,,Town/City Council,Urban,Primary,
MIDLANDS,Kwekwe,Mbizo 1 - 100996 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Kwekwe,Mbizo I Clinic,Mbizo 1 - 100996 - Clinic,cNMEcj2lCN3,ZW070562,ZW07,,Town/City Council,Urban,Primary,
MATEBELELAND SOUTH,Umzingwane,Mbizingwe - 100995 - Rural Health Centre,PEPFAR,OPHID,ACTIVE,Health facility,Umzingwane,Mbizingwe RHC,Mbizingwe - 100995 - Rural Health Centre,WRQDsk1fI1Z,ZW060602,ZW06,,Government,Rural,,
MIDLANDS,Mberengwa,Mberengwa -101874 - District Hospital,PEPFAR,ZHI,ACTIVE,Health facility,Mberengwa,Mberengwa District Hospital,Mberengwa -101874 - District Hospital,rbE4iLAquiP,ZW07060A,ZW07,,Government,Rural,Secondary,Open
MATEBELELAND NORTH,Bubi,Mbembeswana - 100990 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Matobo,Mbembeswane Clinic,Mbembeswana - 100990 - Rural Health Centre,lXWXq7pvXNr,ZW060525,ZW06,,Town/City Council,Rural,,
MATEBELELAND NORTH,Umguza,Mbembesi - 100989 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Umguza,Mbembesi Rural health Centre,Mbembesi - 100989 - Rural Health Centre,Aj4vatSkbng,ZW050733,ZW05,,Government,Rural,Primary,Open
MASVINGO,Gutu,Mazuru - 100985 - Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Gutu,Mazuru Clinic,Mazuru - 100985 - Clinic,AGkV135CYcT,ZW080429,ZW08,,Rural Council,Rural,Primary,Open
MIDLANDS,Kwekwe,Mazebe - 100975 - Rural Health Centre,PEPFAR,ZHI,ACTIVE,Health facility,Kwekwe,Mazebe Rural Health Centre,Mazebe - 100975 - Rural Health Centre,QwFhomr6Alo,ZW070503,ZW07,,Government,Rural,Primary,
MASHONALAND CENTRAL,Mazowe,Mazowe Secondary Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mazowe,MAZ SEC,Mazowe Secondary Clinic,rIRI3UUrG9u,ZW020486,ZW02,,Mission,Farming,Primary,Open
MASHONALAND CENTRAL,Mazowe,Mazowe - 100982 - Mine Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mazowe,MAZ MINE,Mazowe - 100982 - Mine Clinic,UHEApkHNETl,ZW020477,ZW02,,Pvt,Mining,Primary,Open
MASHONALAND CENTRAL,Mazowe,Mazowe Citrus Hosp. - 100981 - Rural Hospital,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mazowe,MAZ CITRUS,Mazowe Citrus Hosp. - 100981 - Rural Hospital,PuBmgTRc6cO,ZW02040D,ZW02,,Pvt,Farming,Primary,Open
MATEBELELAND SOUTH,Mangwe,Mayobodo - 100972 - Rural Health Centre,PEPFAR,OPHID,ACTIVE,Health facility,Mangwe,Mayobodo Rural Health Centre,Mayobodo - 100972 - Rural Health Centre,RJnzhQ3jWs2,ZW060707,ZW06,,Government,Rural,,
MATEBELELAND SOUTH,Umzingwane,Mawabeni - 100969 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Umzingwane,Mawabeni Clinic,Mawabeni - 100969 - Clinic,BryKgdfmnnU,ZW060627,ZW06,,Rural Council,Rural,,
MIDLANDS,Mberengwa,Mavorovondo - 100968 - Rural Health Centre,PEPFAR,ZHI,ACTIVE,Health facility,Mberengwa,Mavorovondo Rural Health Centre,Mavorovondo - 100968 - Rural Health Centre,yzbqtmKSajN,ZW070603,ZW07,,Government,Rural,Primary,Open
MANICALAND,Makoni,Maurice Nyagumbo - 100965 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Makoni,Maurice Nyagumbo Clinic,Maurice Nyagumbo - 100965 - Clinic,hcyuAxmkOqu,ZW010438,ZW01,,Government,Rural,Primary ,Open
MASHONALAND EAST,Murehwa,Matututu - 100964 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Murewa,Matututu Clinic,Matututu - 100964 - Rural Health Centre,h3HNN5Uo4Wt,ZW030731,ZW03,,Rural Council,Rural,clinic,Active
MATEBELELAND SOUTH,Matobo,Matobo Rural - 100957 - Rural Hospital,PEPFAR,OPHID,ACTIVE,Health facility,Matobo,Matopo Rural Hospital,Matobo Rural - 100957 - Rural Hospital,f3mLKel2gIx,ZW06050C,ZW06,,Government,Rural,,
MATEBELELAND SOUTH,Matobo,Matobo - 100956 - Mission Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Matobo,Matopo Mission Clinic,Matobo - 100956 - Mission Clinic,gri4bmtWbqG,ZW060591,ZW06,,Mission,Rural,,
MASHONALAND CENTRAL,Mt Darwin,Matope - 100958 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mt Darwin,MATOPE,Matope - 100958 - Clinic,Kw1zFMl53yn,ZW020532,ZW02,,COUNCIL,Rural,Primary,Open
MATEBELELAND SOUTH,Bulilima,Matjinge - 100955 - Rural Health Centre,PEPFAR,OPHID,ACTIVE,Health facility,Bulilima,Matjinge Rural Health Centre,Matjinge - 100955 - Rural Health Centre,ofDSu93XYEs,ZW060206,ZW06,,Government,Rural,,
MASVINGO,Gutu,Matizha - 100954 - Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Gutu,Matizha Rural Health Centre,Matizha - 100954 - Clinic,onzEz7OrfEc,ZW080403,ZW08,,Government,Rural,Primary,Open
MASVINGO,Mwenezi,Matibi - 100952 - Mission Hospital,PEPFAR,JF kapnek,ACTIVE,Health facility,Mwenezi,Matibi Mission Hospital,Matibi - 100952 - Mission Hospital,rGj6vwocIr0,ZW08060B,ZW08,,Mission,Rural,Secondary,Open
MIDLANDS,Gokwe South,Mateta - 100951 - Rural Health Centre,PEPFAR,ZHI,ACTIVE,Health facility,Gokwe South,Mateta Rural Health Centre,Mateta - 100951 - Rural Health Centre,EwHQN1F5qHJ,ZW070306,ZW07,,Government,Rural,Primary,
MATEBELELAND NORTH,Nkayi,Mateme - 100949 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Nkayi,Mateme Rural Health Centre,Mateme - 100949 - Rural Health Centre,k55ILJNLfNh,ZW050502,ZW05,,Government,Rural,Primary,Open
MIDLANDS,Mberengwa,Matedzi - 100947 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Mberengwa,Matedzi,Matedzi - 100947 - Clinic,DHlTNsaO7Yr,ZW070630,ZW07,,,Rural,,
MANICALAND,Mutare,Matanda - 100943 - Rural Health Centre,PEPFAR,ZHI,ACTIVE,Health facility,Mutare,Matanda Clinic,Matanda - 100943 - Rural Health Centre,RrRf8znKPaf,ZW010520,ZW01,,Rural Council,Rural,Primary,Open
MIDLANDS,Mberengwa,Mataga - 100942 - Rural Health Centre,PEPFAR,ZHI,ACTIVE,Health facility,Mberengwa,Mataga Rural Health Centre,Mataga - 100942 - Rural Health Centre,iTw40m40wuw,ZW070602,ZW07,,Government,Rural,Primary,Open
MANICALAND,Makoni,Masvosva - 100941 - Rural Health Centre,PEPFAR,ZHI,ACTIVE,Health facility,Makoni,Masvosva Rural Health Centre,Masvosva - 100941 - Rural Health Centre,gmCfw2czWHi,ZW010412,ZW01,,Government,Rural,Primary ,Open
MASHONALAND CENTRAL,Mbire,Masomo - 100934 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mbire,Masomo Clinic,Masomo - 100934 - Clinic,JMhCZEU8ORd,ZW020802,ZW02,,Rural Council,Rural,Primary,Open
MASHONALAND CENTRAL,Mbire,Masoka - 100933 - Clinic,PEPFAR,ZACH,ACTIVE,Health facility,Mbire,Masoka Clinic,Masoka - 100933 - Clinic,opbhiJq49ON,ZW020801,ZW02,,Rural Council,Rural,Primary,Open
MATEBELELAND SOUTH,Matobo,Masiye Camp - 100932 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Matobo,Masiye Clinic,Masiye Camp - 100932 - Clinic,mgxlglCseF4,ZW060593,ZW06,,Mission,Rural,,
MASHONALAND WEST,Zvimba,Masiyarwa - 100931 - Council Clinic,PEPFAR,ZACH,ACTIVE,Health facility,Zvimba,Masiyarwa RDC Clinic,Masiyarwa - 100931 - Council Clinic,p46ydQFsxfx,ZW040725,ZW04,,Rural Council,Rural,Primary,RURAL
MASHONALAND EAST,Goromonzi,Masukandoro - 100936 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Goromonzi,Masikandoro Clinic,Masukandoro - 100936 - Clinic,xfCa24E9UuT,ZW030228,ZW03,,Rural Council,Rural,clinic,Active
MASHONALAND EAST,Marondera,Masikana - 100929 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Marondera,Masikana Council Clinic,Masikana - 100929 - Clinic,aFOZQYiMlJL,ZW030525,ZW03,,Rural Council,Rural,clinic,Active
MASHONALAND EAST,UMP,Mashambanhaka - 100924 - Clinic,PEPFAR,GoZ,ACTIVE,Health facility,UMP,Mashambanhaka Clinic,Mashambanhaka - 100924 - Clinic,tNoou36Gm6h,ZW030332,ZW03,,Mission,Rural,clinic,Active
MATEBELELAND SOUTH,Bulilima,Masendu - 100921 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Bulilima,Masendu Clinic,Masendu - 100921 - Clinic,twOU9Qka6Hm,ZW060235,ZW06,,Rural Council,Rural,,
MIDLANDS,Mberengwa,Masase - 100918 - Mission Hospital,PEPFAR,ZHI,ACTIVE,Health facility,Mberengwa,Masase Mission Hospital,Masase - 100918 - Mission Hospital,RXaYWmsAjhs,ZW07060D,ZW07,,Mission,Rural,Primary,Open
MASHONALAND EAST,Seke,Masasa - 100917 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Seke,Masasa Rural Health Centre,Masasa - 100917 - Rural Health Centre,JDRHYfbYFJE,ZW030905,ZW03,,Government,Rural,clinic,Active
MASHONALAND WEST,Hurungwe,Masanga - 100913 - Gvt Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Hurungwe,Masanga Rural Health Centre,Masanga - 100913 - Gvt Clinic,k8PBGr2DIPd,ZW040205,ZW04,,Government,Rural,Primary,Open
MATEBELELAND SOUTH,Mangwe,Marula - 100910 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Mangwe,Marula Clinic,Marula - 100910 - Clinic,HYNPD4P3JyV,ZW060705,ZW06,,Rural Council,Rural,,
MASHONALAND EAST,Marondera,Marondera - 100902 - Rural Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Marondera,Marondera Rural Council Clinic,Marondera - 100902 - Rural Clinic,e7yLZBqvLeh,ZW030528,ZW03,,Rural Council,Urban,clinic,Active
MASHONALAND EAST,Seke,Marirangwe - 100899 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Seke,Marirangwe Clinic,Marirangwe - 100899 - Clinic,Ai2GEHQJ2iq,ZW030924,ZW03,,Rural Council,Rural,clinic,Active
MASHONALAND EAST,UMP,Marembera - 100897 - Rural Health Centre,PEPFAR,GoZ,ACTIVE,Health facility,UMP,Marembera Rural Health Centre,Marembera - 100897 - Rural Health Centre,VYh7ERb4cm8,ZW030304,ZW03,,Government,Rural,clinic,Active
MANICALAND,Mutare,Marange - 100896 - Rural Hospital,PEPFAR,ZHI,ACTIVE,Health facility,Mutare,Marange Rural Hospital,Marange - 100896 - Rural Hospital,Yb75x5mU1gC,ZW01050E,ZW01,,Government,Rural,Secondary,Open
MASVINGO,Mwenezi,Maranda -101865 -Sub-Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Mwenezi,Maranda Sub Rural Health Centre,Maranda -101865 -Sub-Clinic,mtHydPyChpG,ZW080604,ZW08,,Government,Rural,Primary,Open
MASHONALAND EAST,UMP,Maramba - 100894 - Clinic,PEPFAR,GoZ,ACTIVE,Health facility,UMP,Maramba Clinic,Maramba - 100894 - Clinic,py2bD2jkCI0,ZW030331,ZW03,,Rural Council,Rural,clinic,Active
Bulawayo,Bulawayo,Maqhawe - 100893 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Bulawayo,Maqhawe Clinic,Maqhawe - 100893 - Clinic,ikrpWZKIaxV,ZW090A33,ZW09,,Town/City Council,Urban,Primary,Open
MASHONALAND WEST,Zvimba,Mapinga  - 100891 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Zvimba,Mapinga RDC Clinic,Mapinga  - 100891 - Clinic,NcZpdLLxlKu,ZW040783,ZW04,,Rural Council,Peri-Urban,Primary,RURAL
MATEBELELAND SOUTH,Matobo,Maphisa - 100890 - District Hospital,PEPFAR,OPHID,ACTIVE,Health facility,Matobo,Maphisa District Hospital,Maphisa - 100890 - District Hospital,qwnyqPsOoCT,ZW06050A,ZW06,,Government,Rural,,
MASVINGO,Masvingo,Mapanzure - 100884 - Clinic,PEPFAR,JF kapnek,ACTIVE,Health facility,Masvingo,Mapanzure Clinic,Mapanzure - 100884 - Clinic,yPQXMrWCQ8C,ZW080528,ZW08,,RDC,Rural,Primary,Open
MIDLANDS,Gokwe South,Manyoni - 100880 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Gokwe South,Manyoni Clinic,Manyoni - 100880 - Clinic,DatBlAwahyx,ZW070393,ZW07,,Rural Council,Rural,Primary,
MASHONALAND EAST,UMP,Manyika - 100879 - Clinic,PEPFAR,GoZ,ACTIVE,Health facility,UMP,Manyika Clinic,Manyika - 100879 - Clinic,TQwkaKG3kHj,ZW030330,ZW03,,Rural Council,Rural,clinic,Active
MASHONALAND WEST,Makonde,Manyamba - 100875 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Makonde,Manyamba Rural Health Centre,Manyamba - 100875 - Clinic,EeHMROYRaAD,ZW040487,ZW04,,Government,Rural,Primary,Open
MIDLANDS,Gokwe South,Manoti - 100874 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Gokwe South,Manoti Clinic,Manoti - 100874 - Clinic,fH3XHnD9BCh,ZW070333,ZW07,,Rural Council,Rural,Primary,
MATEBELELAND SOUTH,Mangwe,Maninji - 101914 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Mangwe,Maninji Clinic,Maninji - 101914 - Clinic,AxbWlACKfun,ZW060734,ZW06,,Rural Council,Rural,,
MIDLANDS,Gweru,Mangwande - 100872 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Gweru,Mangwandi Rural Health Centre,Mangwande - 100872 - Clinic,XdDKGCXjiWo,ZW070403,ZW07,,Government,Rural,Primary,
MASVINGO,Chivi,Mhandamabwe - 101011 - Rural Health Centre,PEPFAR,JF kapnek,ACTIVE,Health facility,Chivi,Mandamabwe Rural Health Centre,Mhandamabwe - 101011 - Rural Health Centre,d507u4dhfug,ZW080303,ZW08,,Government,Rural,Primary,Open
MATEBELELAND SOUTH,Gwanda,Manama - 100867 - Mission Hospital,PEPFAR,OPHID,ACTIVE,Health facility,Gwanda,Manama Mission Hospital,Manama - 100867 - Mission Hospital,fqYJ8EfOnTe,ZW06030B,ZW06,,Mission,Rural,,
MATEBELELAND SOUTH,Mangwe,Mambale - 100864 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Mangwe,Mambale Clinic,Mambale - 100864 - Clinic,CoCGCYaDyfm,ZW060729,ZW06,,Rural Council,Rural,,
MIDLANDS,Kwekwe,Malisa Josefa - 100863 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Kwekwe,Malisa Joshepha Clinic,Malisa Josefa - 100863 - Clinic,A2VmYuwHVAw,ZW070527,ZW07,,Rural Council,Rural,Primary,
MATEBELELAND SOUTH,Gwanda,Makwe - 100859 - Rural Health Centre,PEPFAR,OPHID,ACTIVE,Health facility,Gwanda,Makwe RHC,Makwe - 100859 - Rural Health Centre,MfChw9iO4MQ,ZW060302,ZW06,,Government,Rural,,
MIDLANDS,Mberengwa,Makuwerere - 100857 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Mberengwa,Makuwerere Clinic,Makuwerere - 100857 - Clinic,bAlZzNKhdBr,ZW070629,ZW07,,Rural Council,Rural,Primary,Open
MASHONALAND EAST,Goromonzi,Makumbe - 100853 - District Hospital,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Goromonzi,Makumbe District Hospital,Makumbe - 100853 - District Hospital,jAfJAli9ZVn,ZW03020A,ZW03,,Government,Rural,District Hospital,Active
MASHONALAND CENTRAL,Mazowe,Makope - 100850 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mazowe,MAKOPE,Makope - 100850 - Clinic,JHROECLEsrH,ZW020428,ZW02,,Council,Rural,Primary,Open
MANICALAND,Makoni,Makoni - 100849 - Rural Hospital,PEPFAR,ZHI,ACTIVE,Health facility,Makoni,Makoni Rural Hospital,Makoni - 100849 - Rural Hospital,uWhfHwNDemw,ZW01040C,ZW01,,Government,Rural,Primary ,Open
MASHONALAND WEST,Makonde,Makonde Christian - 100848 - Mission Hospital,PEPFAR,ZACH,ACTIVE,Health facility,Makonde,Makonde Christ Hosp,Makonde Christian - 100848 - Mission Hospital,OkTXq7ukdO3,ZW04040D,ZW04,,Mission,Rural,Secondary,Open
MATEBELELAND SOUTH,Beitbridge,Makombe - 100847 - Clinic (New - Note Yet Open),PEPFAR,OPHID,ACTIVE,Health facility,Beitbridge,Makombe Clinic,Makombe - 100847 - Clinic (New - Note Yet Open),OAq1i8fDht3,ZW060178,ZW06,,,Rural,,
MATEBELELAND SOUTH,Bulilima,Makhuleka - 100846 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Bulilima,Makhulela Rural Health Centre,Makhuleka - 100846 - Clinic,QPHAMe5GEWA,ZW060204,ZW06,,Rural Council,Rural,,
MATEBELELAND NORTH,Tsholotsho,Makaza - 100843 - Rural Health Centre,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Tsholotsho,Makhaza Rural Health Centre,Makaza - 100843 - Rural Health Centre,FglkSfTl6l0,ZW050603,ZW05,,Government,Rural,Primary,Open
MIDLANDS,Gweru,Makepesi - 100844 - Clinic,PEPFAR,ZHI,ACTIVE,Health facility,Gweru,Makepesi Clinic,Makepesi - 100844 - Clinic,GCjrq7GWU3O,ZW070428,ZW07,,Rural Council,Rural,Primary,
MASHONALAND EAST,Seke,Makanyazingwa Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Seke,Makanyazingwa Clinic,Makanyazingwa Clinic,U1AEf47KS9d,ZW030923,ZW03,,Rural Council,Rural,clinic,Active
MATEBELELAND SOUTH,Beitbridge,Majini - 100835 - Rural Health Centre,PEPFAR,OPHID,ACTIVE,Health facility,Beitbridge,Majini Rural Health Centre,Majini - 100835 - Rural Health Centre,HLtonOYJwWn,ZW060104,ZW06,,Government,Rural,,
MATEBELELAND NORTH,Bubi,Majiji - 100834 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Bubi,Majiji Clinic,Majiji - 100834 - Clinic,htZ51X0NqzW,ZW050228,ZW05,,Rural Council,Rural,Primary,Open
MASHONALAND CENTRAL,Mbire,Mahuwe - 100830 - Clinic,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Mbire,Mahuwe Clinic,Mahuwe - 100830 - Clinic,ar7ptby0gUw,ZW020833,ZW02,,Rural Council,Rural,Primary,Open
MASHONALAND EAST,Marondera,Mahusekwa - 100829 - Hospital,PEPFAR,Zim-TTECH,ACTIVE,Health facility,Marondera,Mahusekwa District Hospital,Mahusekwa - 100829 - Hospital,YBLoHaAmcFN,ZW03050C,ZW03,,Government,Rural,District Hospital,Active
Bulawayo,Bulawayo,Mahatshula Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Bulawayo,Mahatshula Private Clinic,Mahatshula Clinic,ZW090A66,ZW090A66,ZW09,,Private,Urban,Primary,Open
Bulawayo,Bulawayo,Magwegwe - 100824 - Clinic,PEPFAR,OPHID,ACTIVE,Health facility,Bulawayo,Magwegwe Clinic,Magwegwe - 100824 - Clinic,FEdl2EBiTBV,ZW090A07,ZW09,,Town/City Council,Urban,Primary,Open
